OBJECTID,Join_Count,TARGET_FID,name,area_km2,Assessed_Value_Sum,Avg_Assessed_Value,Ward,c2016_Less_than_30K,c2016_30K_to_60K,c2016_60K_to_100K,c2016_100K_to_125K,c2016_125K_to_150K,c2016_150K_to_200K,c2016_200K_to_250K,c2016_250K_or_more,c2016_No_Response,Pct_less_than_30k,Pct_less_than_60k,Pct_less_than_100k,Pct_less_than_150k,Pct_less_than_200k,Pct_less_than_250k,TotalPct_Unresponsive,TotalPct_Responsive,Sum_Responsive,Pct_less_than_125K,Pct_LowIncome_less_than_60K,Pct_MiddleClass_60K_to_150K,Pct_Over_150K,LI_greater_than_MC,Shape_Length,Shape_Area,Pct_30K_to_60K,Pct_60K_to_100K,Pct_100K_to_125K,Pct_125K_150K,Pct_150K_to_200K,Pct_200K_to_250K,Pct_250K_or_more,POINT_X,POINT_Y,LI_greater,LI_pct_ind
65,338,66,Westbrook Estates,1.165427598,357943500,1059004.438,WARD 10,17,31,32,12,11,16,18,49,296,0.0913979,0.2580645,0.4301075,0.5537634,0.6397849,0.7365592,0.6141079,0.3858921,186,0.4946237,0.2580645,0.2956989,0.4462366,0,0.076567602,0.000157713,0.1666667,0.172043,0.0645161,0.0591398,0.0860215,0.0967742,0.2634408,-113.546124,53.46860773,FALSE,1
66,874,67,Mayfield,0.867205324,257112500,294179.0618,WARD 1,46,110,90,39,27,16,10,4,523,0.1345029,0.4561403,0.7192982,0.9122807,0.9590643,0.9883041,0.6046243,0.3953757,342,0.8333333,0.4561403,0.4561403,0.0877193,0,0.048309596,0.000117593,0.3216374,0.2631579,0.1140351,0.0789474,0.0467836,0.0292398,0.0116959,-113.5981999,53.5548276,FALSE,2
67,775,68,Michaels Park,0.83203026,218521500,281963.2258,WARD 11,38,77,95,35,23,18,7,3,512,0.1283784,0.3885135,0.7094595,0.9054054,0.9662162,0.9898649,0.6336634,0.3663366,296,0.8277027,0.3885135,0.5168919,0.0945946,0,0.0448872,0.000112622,0.2601351,0.3209459,0.1182432,0.0777027,0.0608108,0.0236486,0.0101351,-113.4467236,53.47942448,FALSE,1
68,941,69,McKernan,0.878288836,506612000,538376.1955,WARD 8,114,106,106,75,92,123,107,115,270,0.1360382,0.2625298,0.3890215,0.5883055,0.7350835,0.8627685,0.2436823,0.7563177,838,0.4785203,0.2625298,0.3257757,0.4116945,0,0.055763728,0.000118977,0.1264917,0.1264917,0.0894988,0.1097852,0.146778,0.127685,0.1372315,-113.5213158,53.5125028,FALSE,1
69,1010,70,Callingwood North,0.910734692,170632500,168943.0693,WARD 5,126,247,207,50,14,8,5,2,450,0.1911988,0.5660091,0.8801214,0.9772382,0.9893779,0.9969651,0.405771,0.594229,659,0.955994,0.5660091,0.4112291,0.0227618,1,0.047204567,0.000123358,0.3748103,0.3141123,0.0758725,0.0212443,0.0121396,0.0075873,0.0030349,-113.6233038,53.50801295,TRUE,2
70,1535,75,Inglewood,1.649851099,449698000,292962.8664,WARD 2,521,536,305,178,188,180,97,98,1362,0.2477413,0.5026153,0.6476462,0.8216833,0.9072753,0.9533999,0.3930736,0.6069264,2103,0.7322872,0.5026153,0.319068,0.1783167,1,0.062376565,0.000223768,0.254874,0.1450309,0.084641,0.0893961,0.085592,0.0461246,0.0466001,-113.5407262,53.56446449,TRUE,2
71,2674,76,Wild Rose,1.772289991,983299500,367726.0658,WARD 12,32,198,273,125,100,96,34,18,1564,0.0365297,0.2625571,0.5742009,0.8310502,0.9406393,0.9794521,0.6409836,0.3590164,876,0.716895,0.2625571,0.5684931,0.1689498,0,0.075211874,0.000239843,0.2260274,0.3116438,0.1426941,0.1141552,0.109589,0.0388128,0.0205479,-113.3801404,53.47063258,FALSE,1
72,965,77,Crestwood,1.168157943,751200000,778445.5959,WARD 1,56,91,90,52,26,58,36,103,404,0.109375,0.2871094,0.4628906,0.6152344,0.7285156,0.7988281,0.441048,0.558952,512,0.5644531,0.2871094,0.328125,0.3847656,0,0.06482937,0.000158327,0.1777344,0.1757813,0.1015625,0.0507813,0.1132813,0.0703125,0.2011719,-113.5694832,53.53488221,FALSE,1
73,2520,78,Larkspur,1.658194921,647994000,257140.4762,WARD 12,80,253,339,186,94,105,40,30,594,0.0709849,0.2954747,0.5962733,0.8447205,0.9378882,0.9733807,0.3451482,0.6548519,1127,0.7613132,0.2954747,0.5492458,0.1552795,0,0.072940453,0.00022445,0.2244898,0.3007986,0.1650399,0.0834073,0.0931677,0.0354925,0.0266193,-113.384012,53.47985232,FALSE,1
74,1125,79,Weinlos,0.916813824,322927000,287046.2222,WARD 12,28,100,102,42,17,26,6,5,839,0.0858896,0.392638,0.7055215,0.886503,0.9662577,0.9846626,0.7201717,0.2798283,326,0.8343558,0.392638,0.493865,0.1134969,0,0.044698888,0.000124042,0.3067485,0.3128834,0.1288344,0.0521472,0.0797546,0.0184049,0.0153374,-113.414208,53.46010956,FALSE,1
75,1139,80,Rhatigan Ridge,1.344077714,701389500,615794.1176,WARD 9,22,42,114,62,50,75,54,81,617,0.044,0.128,0.356,0.58,0.73,0.838,0.5523725,0.4476276,500,0.48,0.128,0.452,0.42,0,0.069493914,0.000181918,0.084,0.228,0.124,0.1,0.15,0.108,0.162,-113.5884994,53.47484921,FALSE,0
76,1211,81,Ramsay Heights,1.310839702,513752500,424238.2329,WARD 9,69,198,239,118,86,105,72,77,398,0.0715768,0.276971,0.5248963,0.7365145,0.8454357,0.9201245,0.2922173,0.7077827,964,0.6473029,0.276971,0.4595436,0.2634855,0,0.062856363,0.000177452,0.2053942,0.2479253,0.1224066,0.0892116,0.1089212,0.0746888,0.0798755,-113.5794207,53.4833151,FALSE,1
77,879,82,Menisa,0.894269779,292198500,332421.5017,WARD 11,235,186,175,80,51,40,13,5,140,0.299363,0.5363057,0.7592357,0.9261147,0.9770701,0.9936306,0.1513513,0.8486487,785,0.8611465,0.5363057,0.3898089,0.0738854,1,0.048835187,0.000120942,0.2369427,0.2229299,0.1019108,0.0649682,0.0509554,0.0165605,0.0063694,-113.4468409,53.44215756,TRUE,2
78,138,83,Quesnell Heights,0.207152766,114428500,829192.029,WARD 5,0,1,9,2,8,10,5,12,73,0,0.0212766,0.212766,0.4255319,0.6382979,0.7446808,0.6083333,0.3916667,47,0.2553191,0.0212766,0.4042553,0.5744681,0,0.0261259,2.81E-05,0.0212766,0.1914894,0.0425532,0.1702128,0.212766,0.106383,0.2553191,-113.5735975,53.50928373,FALSE,0
79,366,84,Blue Quill Estates,0.44251268,180181000,492297.8142,WARD 10,34,83,73,50,36,23,9,21,162,0.1033435,0.3556231,0.5775076,0.8389058,0.9088146,0.9361702,0.3299389,0.6700611,329,0.7294833,0.3556231,0.4832827,0.1610942,0,0.040549796,5.99E-05,0.2522796,0.2218845,0.1519757,0.1094225,0.0699088,0.0273556,0.0638298,-113.5405993,53.45787976,FALSE,1
80,1156,88,Miller,0.82683283,344231500,297778.1142,WARD 4,53,262,192,51,48,22,10,4,475,0.0825545,0.4906542,0.7897196,0.9439253,0.9781932,0.9937695,0.4252462,0.5747538,642,0.8691589,0.4906542,0.453271,0.0560748,1,0.047228354,0.000112264,0.4080997,0.2990654,0.0794393,0.0747664,0.0342679,0.0155763,0.0062305,-113.4127639,53.61083661,TRUE,2
81,1112,89,Canora,0.88185589,273935000,246344.4245,WARD 1,120,151,97,32,21,7,3,3,1076,0.2764977,0.624424,0.8479263,0.9700461,0.9861751,0.9930875,0.7125828,0.2874172,434,0.921659,0.624424,0.3456221,0.0299539,1,0.043866845,0.000119555,0.3479263,0.2235023,0.0737327,0.0483871,0.016129,0.0069124,0.0069124,-113.584224,53.54619838,TRUE,3
82,685,90,Falconer Heights,0.650281691,310584000,453407.2993,WARD 9,39,79,88,53,52,53,29,38,378,0.0904872,0.2737819,0.4779582,0.7215777,0.8445476,0.9118329,0.4672435,0.5327565,431,0.6009281,0.2737819,0.4477958,0.2784223,0,0.041529143,8.80E-05,0.1832947,0.2041763,0.1229698,0.1206497,0.1229698,0.0672854,0.0881671,-113.5895186,53.46662481,FALSE,1
83,1040,91,Wellington,1.219223012,292769000,281508.6538,WARD 2,101,181,197,51,31,23,4,2,590,0.1711864,0.4779661,0.8118644,0.9508474,0.9898305,0.9966102,0.5,0.5,590,0.8983051,0.4779661,0.4728813,0.0491525,1,0.060245629,0.000165484,0.3067797,0.3338983,0.0864407,0.0525424,0.0389831,0.0067797,0.0033898,-113.5526223,53.59585934,TRUE,2
84,1867,93,Terra Losa,0.761298589,271391500,145362.346,WARD 1,158,265,198,62,23,22,7,2,565,0.2143826,0.5739484,0.8426052,0.9579376,0.9877883,0.9972863,0.4339478,0.5660522,737,0.92673,0.5739484,0.3839892,0.0420624,1,0.044140121,0.000103181,0.3595658,0.2686567,0.0841248,0.0312076,0.0298507,0.009498,0.0027137,-113.622864,53.533746,TRUE,2
85,757,96,West Jasper Place,0.890709249,223837500,295690.2246,WARD 1,169,309,83,27,22,14,7,4,839,0.2661417,0.7527559,0.8834646,0.9606299,0.9826772,0.9937008,0.5691994,0.4308006,635,0.9259843,0.7527559,0.207874,0.0393701,1,0.044659767,0.000120727,0.4866142,0.1307087,0.0425197,0.0346457,0.0220472,0.0110236,0.0062992,-113.5841405,53.53641463,TRUE,3
86,1066,97,West Meadowlark Park,1.117036551,277366500,260193.7148,WARD 1,60,116,99,44,25,13,3,0,1110,0.1666667,0.4888889,0.7638889,0.9555556,0.9916667,1,0.755102,0.244898,360,0.8861111,0.4888889,0.4666667,0.0444444,1,0.04911469,0.000151366,0.3222222,0.275,0.1222222,0.0694444,0.0361111,0.0083333,0,-113.6090413,53.52559308,TRUE,2
87,1056,98,Westview Village,0.925794461,62164000,58867.42424,WARD 1,85,121,114,16,17,5,0,1,684,0.2367688,0.5738162,0.8913649,0.9832869,0.9972145,0.9972145,0.6558006,0.3441994,359,0.9359332,0.5738162,0.4094708,0.0167131,1,0.064235386,0.000125533,0.3370474,0.3175488,0.0445682,0.0473538,0.0139276,0,0.0027855,-113.6978071,53.55247662,TRUE,2
88,684,103,Evergreen,0.656219202,37590500,54956.87135,WARD 4,60,87,55,26,14,3,2,0,439,0.242915,0.5951417,0.8178138,0.9797571,0.9919028,1,0.6399417,0.3600583,247,0.9230769,0.5951417,0.3846154,0.0202429,1,0.038836921,8.91E-05,0.3522267,0.2226721,0.1052632,0.0566802,0.0121457,0.0080972,0,-113.3504245,53.63224635,TRUE,2
89,1527,105,Glenora,1.621639897,1014113000,664121.1526,WARD 6,51,85,124,64,55,75,45,108,838,0.0840198,0.2240527,0.4283361,0.6243822,0.7479407,0.8220758,0.5799308,0.4200692,607,0.5337726,0.2240527,0.4003295,0.3756178,0,0.096512633,0.000219842,0.1400329,0.2042834,0.1054366,0.0906096,0.1235585,0.0741351,0.1779242,-113.5556936,53.545098,FALSE,1
90,1093,106,Blue Quill,1.058049468,340367500,311406.6789,WARD 10,142,362,218,72,30,40,25,18,1034,0.1565601,0.5556781,0.7960309,0.9084895,0.9525909,0.9801543,0.5327151,0.4672849,907,0.8754135,0.5556781,0.3528115,0.0915105,1,0.056171248,0.000143145,0.399118,0.2403528,0.0793826,0.0330761,0.0441014,0.0275634,0.0198456,-113.5264108,53.4577798,TRUE,2
91,1450,107,Hodgson,0.690446066,517380000,356813.7931,WARD 9,48,92,155,91,43,86,45,87,295,0.0741886,0.2163833,0.4559505,0.6630603,0.7959815,0.8655332,0.3131635,0.6868365,647,0.5965997,0.2163833,0.446677,0.3369397,0,0.046166197,9.34E-05,0.1421947,0.2395672,0.1406492,0.0664606,0.1329212,0.0695518,0.1344668,-113.5596228,53.45762676,FALSE,1
92,738,108,Rideau Park,0.801660987,173093500,234544.0379,WARD 10,152,173,128,39,28,23,15,4,524,0.2704626,0.5782918,0.8060498,0.9252669,0.9661922,0.9928825,0.4825046,0.5174954,562,0.8754448,0.5782918,0.3469751,0.0747331,1,0.05422288,0.000108511,0.3078292,0.227758,0.069395,0.0498221,0.0409253,0.0266904,0.0071174,-113.5075932,53.47896092,TRUE,2
93,1220,109,Duggan,1.390157265,445493500,365158.6066,WARD 10,188,283,283,164,92,74,29,20,555,0.1659312,0.4157105,0.6654899,0.8914387,0.956752,0.9823477,0.3287915,0.6712086,1133,0.8102383,0.4157105,0.4757282,0.1085613,0,0.061731381,0.000188137,0.2497793,0.2497793,0.1447484,0.0812004,0.0653133,0.0255958,0.0176523,-113.506117,53.47175253,FALSE,2
94,831,110,Hairsine,0.659467121,184608500,222152.2262,WARD 4,109,197,141,57,30,22,5,1,406,0.1939502,0.544484,0.7953737,0.9501779,0.9893239,0.9982206,0.4194215,0.5805785,562,0.8967972,0.544484,0.4056939,0.0498221,1,0.040490684,8.95E-05,0.3505338,0.2508897,0.1014235,0.0533808,0.0391459,0.0088968,0.0017794,-113.3904447,53.60378749,TRUE,2
95,663,112,Richford,0.591263813,204801500,308901.2066,WARD 9,13,50,55,27,15,17,16,19,91,0.0613208,0.2971698,0.5566038,0.754717,0.8349057,0.9103774,0.30033,0.69967,212,0.6839623,0.2971698,0.4575472,0.245283,0,0.046588365,7.99E-05,0.2358491,0.259434,0.1273585,0.0707547,0.0801887,0.0754717,0.0896226,-113.5076311,53.42694161,FALSE,1
96,1449,113,Parkdale,0.951677388,316566500,218472.3948,WARD 7,253,209,192,48,17,6,3,2,872,0.3465753,0.6328767,0.8958904,0.9849315,0.9931507,0.9972603,0.5443196,0.4556804,730,0.9616438,0.6328767,0.3520548,0.0150685,1,0.051220842,0.00012908,0.2863014,0.2630137,0.0657534,0.0232877,0.0082192,0.0041096,0.0027397,-113.470973,53.56628899,TRUE,3
97,1165,114,Bannerman,0.733094192,275979000,236891.8455,WARD 4,172,239,280,111,43,41,9,7,255,0.1906874,0.4556541,0.7660754,0.9368071,0.9822617,0.9922395,0.2203976,0.7796024,902,0.8891352,0.4556541,0.481153,0.0631929,0,0.041122005,9.95E-05,0.2649667,0.3104213,0.1230599,0.0476718,0.0454545,0.0099778,0.0077605,-113.379105,53.60374921,FALSE,2
98,1186,115,Belle Rive,1.173442632,492326500,415115.0927,WARD 3,62,174,203,87,51,62,20,16,487,0.0918519,0.3496296,0.6503704,0.8548148,0.9466667,0.9762963,0.419105,0.580895,675,0.7792593,0.3496296,0.5051852,0.1451852,0,0.051893561,0.000159368,0.2577778,0.3007407,0.1288889,0.0755556,0.0918519,0.0296296,0.0237037,-113.4736053,53.62223228,FALSE,1
99,950,116,Skyrattler,0.617908799,212043500,223203.6842,WARD 10,94,222,232,73,32,34,12,6,393,0.1333333,0.448227,0.7773049,0.9262412,0.9744681,0.9914894,0.3579235,0.6420765,705,0.8808511,0.448227,0.4780142,0.0737589,0,0.047557925,8.36E-05,0.3148936,0.329078,0.1035461,0.0453901,0.0482269,0.0170213,0.0085106,-113.5233281,53.45122862,FALSE,2
100,1206,117,Bisset,0.943123749,334012000,276958.5406,WARD 12,74,189,183,62,42,27,5,7,782,0.1256367,0.4465195,0.7572156,0.9337861,0.9796265,0.9881154,0.5703866,0.4296134,589,0.8624788,0.4465195,0.4872665,0.0662139,0,0.047413276,0.000127598,0.3208829,0.3106961,0.1052632,0.0713073,0.0458404,0.008489,0.0118845,-113.400531,53.45887671,FALSE,2
101,1,118,CPR Irvine,0.663610227,258500,258500,WARD 11,10,3,19,9,5,9,0,4,40,0.1694915,0.220339,0.5423729,0.779661,0.9322034,0.9322034,0.4040404,0.5959596,59,0.6949152,0.220339,0.5593221,0.220339,0,0.050659624,8.99E-05,0.0508475,0.3220339,0.1525424,0.0847458,0.1525424,0,0.0677966,-113.4902243,53.50763661,FALSE,1
102,1160,119,Royal Gardens,1.218698963,318175000,274288.7931,WARD 10,121,199,224,68,31,38,19,7,695,0.1711457,0.4526167,0.7694484,0.9094766,0.9632249,0.990099,0.4957204,0.5042796,707,0.8656294,0.4526167,0.45686,0.0905233,0,0.061739863,0.000164954,0.281471,0.3168317,0.096181,0.0438472,0.0537482,0.0268741,0.009901,-113.5279762,53.47963417,FALSE,2
103,1140,120,Tawa,0.664650395,203954500,178907.4561,WARD 11,91,166,146,35,22,17,2,1,456,0.1895833,0.5354167,0.8395833,0.9583333,0.99375,0.9979166,0.4871795,0.5128205,480,0.9125,0.5354167,0.4229167,0.0416667,1,0.042260692,8.99E-05,0.3458333,0.3041667,0.0729167,0.0458333,0.0354167,0.0041667,0.0020833,-113.4281248,53.46222525,TRUE,2
104,802,126,Ekota,0.819662373,236972500,295476.9327,WARD 11,53,107,108,35,24,29,8,3,546,0.1444142,0.4359673,0.7302452,0.8910082,0.9700273,0.9918256,0.5980285,0.4019715,367,0.8256131,0.4359673,0.4550409,0.1089918,0,0.044522373,0.000110871,0.2915531,0.2942779,0.0953678,0.0653951,0.0790191,0.0217984,0.0081744,-113.4427031,53.44949262,FALSE,2
105,1226,127,Satoo,1.312643904,370959000,302576.6721,WARD 11,73,160,228,100,70,39,13,11,531,0.1051873,0.3357349,0.6642652,0.9092219,0.9654179,0.9841499,0.4334694,0.5665306,694,0.8083574,0.3357349,0.573487,0.0907781,0,0.059225872,0.000177542,0.2305475,0.3285303,0.1440922,0.1008646,0.056196,0.018732,0.0158501,-113.4589965,53.44664173,FALSE,1
106,1330,132,Canon Ridge,0.652771302,189593500,142551.5038,WARD 4,27,125,139,109,72,31,9,1,516,0.0526316,0.2962963,0.5672514,0.920078,0.9805068,0.9980507,0.5014578,0.4985423,513,0.7797271,0.2962963,0.6237817,0.079922,0,0.043560761,8.86E-05,0.2436647,0.2709552,0.2124756,0.1403509,0.0604289,0.0175439,0.0019493,-113.37889,53.57872578,FALSE,1
107,2220,134,Kiniski Gardens,1.959488942,758761000,341784.2342,WARD 12,72,238,424,209,121,101,42,30,953,0.0582053,0.2506063,0.593371,0.8601455,0.9417947,0.9757478,0.4351598,0.5648402,1237,0.7623282,0.2506063,0.6095392,0.1398545,0,0.072362936,0.000265204,0.192401,0.3427648,0.1689572,0.0978173,0.0816492,0.0339531,0.0242522,-113.4012067,53.47502989,FALSE,1
108,1318,135,Blackmud Creek,0.780653205,458194000,347643.3991,WARD 9,35,92,159,109,82,118,50,52,341,0.0502152,0.1822095,0.41033,0.6843616,0.8536586,0.9253945,0.3285164,0.6714836,697,0.5667145,0.1822095,0.5021521,0.3156385,0,0.054456187,0.000105523,0.1319943,0.2281205,0.1563845,0.1176471,0.169297,0.071736,0.0746055,-113.5109475,53.42036693,FALSE,0
109,2414,137,Ellerslie,1.579639761,683313000,283062.5518,WARD 12,41,148,290,138,71,56,19,7,1213,0.0532468,0.2454545,0.6220779,0.8935065,0.9662338,0.9909091,0.6116995,0.3883006,770,0.8012987,0.2454545,0.648052,0.1064935,0,0.073602528,0.000213563,0.1922078,0.3766234,0.1792208,0.0922078,0.0727273,0.0246753,0.0090909,-113.4572681,53.42842592,FALSE,1
110,653,138,Blackburne,0.726414953,253284500,387878.2542,WARD 9,24,83,87,65,34,55,20,22,167,0.0615385,0.274359,0.4974359,0.751282,0.8923077,0.9435897,0.2998205,0.7001795,390,0.6641026,0.274359,0.4769231,0.2487179,0,0.059682103,9.82E-05,0.2128205,0.2230769,0.1666667,0.0871795,0.1410256,0.0512821,0.0564103,-113.5025537,53.43010574,FALSE,1
111,206,139,Virginia Park,0.507584423,84604000,410699.0291,WARD 7,204,26,22,10,5,10,3,1,138,0.7259787,0.8185053,0.8967972,0.9501779,0.9857651,0.9964413,0.3293556,0.6706444,281,0.9323843,0.8185053,0.1316726,0.0498221,1,0.044539669,6.88E-05,0.0925267,0.0782918,0.0355872,0.0177936,0.0355872,0.0106762,0.0035587,-113.4522807,53.56141274,TRUE,4
112,1654,141,La Perle,1.33533148,507173000,306634.2201,WARD 1,229,293,282,129,76,64,23,12,845,0.2066787,0.4711191,0.7256318,0.9106498,0.9684116,0.9891697,0.4326677,0.5673323,1108,0.8420578,0.4711191,0.4395307,0.0893502,1,0.063239785,0.000180979,0.2644404,0.2545126,0.116426,0.0685921,0.0577617,0.0207581,0.0108303,-113.6398108,53.53339967,TRUE,2
113,2091,144,Lymburn,1.561583371,643265500,307635.3419,WARD 5,141,346,418,227,136,115,41,21,682,0.0975779,0.3370242,0.6262976,0.8775086,0.9570934,0.9854671,0.3206394,0.6793606,1445,0.783391,0.3370242,0.5404844,0.1224914,0,0.065949791,0.000211509,0.2394464,0.2892734,0.1570934,0.0941176,0.0795848,0.0283737,0.0145329,-113.6421586,53.50753746,FALSE,1
114,759,146,Gariepy,0.679194875,335295000,441758.8933,WARD 5,14,185,74,33,20,28,16,19,348,0.0359897,0.5115681,0.7017995,0.8380463,0.9100257,0.9511568,0.4721845,0.5278155,389,0.7866324,0.5115681,0.3264782,0.1619537,1,0.05300831,9.20E-05,0.4755784,0.1902314,0.0848329,0.0514139,0.0719794,0.0411311,0.0488432,-113.6224545,53.49377143,TRUE,2
115,626,147,Henderson Estates,0.786737951,450974000,720405.7508,WARD 9,14,34,61,48,50,50,34,97,226,0.0360825,0.1237113,0.2809278,0.5335051,0.6623712,0.75,0.3680782,0.6319218,388,0.4046392,0.1237113,0.4097938,0.4664949,0,0.059987326,0.000106464,0.0876289,0.1572165,0.1237113,0.128866,0.128866,0.0876289,0.25,-113.598512,53.4676569,FALSE,0
116,3045,148,MacEwan,1.140835821,748988500,245973.2348,WARD 9,69,274,360,187,128,104,37,11,1064,0.0589744,0.2931624,0.6008547,0.8700855,0.9589744,0.9905983,0.4762757,0.5237243,1170,0.7606838,0.2931624,0.5769231,0.1299145,0,0.058369715,0.000154241,0.234188,0.3076923,0.1598291,0.1094017,0.0888889,0.0316239,0.0094017,-113.5274048,53.42844755,FALSE,1
117,1096,149,Central McDougall,1.202116938,170294000,155377.7372,WARD 6,610,435,172,32,17,7,2,4,1714,0.4769351,0.8170446,0.9515246,0.9898358,0.9953088,0.9968725,0.5726696,0.4273304,1279,0.9765442,0.8170446,0.1727912,0.0101642,1,0.051277566,0.000162999,0.3401095,0.1344801,0.0250195,0.0132916,0.005473,0.0015637,0.0031274,-113.5010402,53.55335856,TRUE,4
118,11380,150,Oliver,1.702120282,1936671000,170181.9859,WARD 6,1413,1611,1505,537,277,231,91,120,6716,0.2442524,0.5227312,0.7828868,0.9235955,0.9635264,0.9792567,0.537237,0.462763,5785,0.8757131,0.5227312,0.4008643,0.0764045,1,0.082300992,0.000230738,0.2784788,0.2601556,0.0928263,0.0478825,0.0399309,0.0157303,0.0207433,-113.5215616,53.54245103,TRUE,2
119,1757,151,Boyle Street,0.881352148,223975000,127475.811,WARD 6,826,487,303,87,41,32,10,14,2172,0.4588889,0.7294444,0.8977778,0.9688889,0.9866667,0.9922222,0.5468278,0.4531722,1800,0.9461111,0.7294444,0.2394444,0.0311111,1,0.056598731,0.000119493,0.2705556,0.1683333,0.0483333,0.0227778,0.0177778,0.0055556,0.0077778,-113.4788074,53.54886162,TRUE,3
120,804,152,Webber Greens,1.133201915,366654000,456037.3134,WARD 1,11,26,71,41,44,42,11,6,432,0.0436508,0.1468254,0.4285714,0.765873,0.9325397,0.9761904,0.6315789,0.368421,252,0.5912699,0.1468254,0.6190476,0.234127,0,0.068111457,0.000153575,0.1031746,0.281746,0.1626984,0.1746032,0.1666667,0.0436508,0.0238095,-113.6762102,53.53075966,FALSE,0
121,2336,153,Ritchie,1.270101654,673862000,288468.3219,WARD 11,208,346,378,170,120,88,41,43,654,0.1492109,0.3974175,0.6685796,0.876614,0.9397417,0.9691535,0.3193359,0.6806641,1394,0.7905309,0.3974175,0.4791965,0.1233859,0,0.079799863,0.000172055,0.2482066,0.2711621,0.1219512,0.0860832,0.0631277,0.0294118,0.0308465,-113.4809402,53.51304527,FALSE,1
122,878,155,Malmo Plains,0.940940724,304769000,347117.3121,WARD 10,58,178,163,63,42,46,20,16,644,0.0989761,0.4027304,0.6808874,0.8600683,0.9385666,0.9726962,0.5235772,0.4764228,586,0.7883959,0.4027304,0.4573379,0.1399317,0,0.059211587,0.000127393,0.3037543,0.278157,0.1075085,0.0716724,0.0784983,0.0341297,0.0273038,-113.5290203,53.48566139,FALSE,2
123,894,156,McLeod,0.966538217,295393500,330417.7852,WARD 4,85,155,143,70,42,39,6,5,317,0.1559633,0.440367,0.7027523,0.9082569,0.9798165,0.9908257,0.3677494,0.6322506,545,0.8311927,0.440367,0.4678899,0.0917431,0,0.045316475,0.00013123,0.2844037,0.2623853,0.1284404,0.0770642,0.0715596,0.0110092,0.0091743,-113.4368199,53.61052049,FALSE,2
124,1999,158,Griesbach,2.696720743,769092000,384738.3692,WARD 2,39,116,167,72,66,77,48,24,1145,0.0640394,0.2545156,0.5287356,0.7553366,0.8817734,0.9605911,0.6527936,0.3472064,609,0.6469622,0.2545156,0.500821,0.2446634,0,0.078833911,0.000366115,0.1904762,0.27422,0.1182266,0.1083744,0.1264368,0.0788177,0.0394089,-113.5042769,53.60678585,FALSE,1
125,1107,159,Holyrood,1.285449378,455540500,411509.0334,WARD 8,63,140,161,71,83,62,27,19,906,0.100639,0.3242812,0.5814697,0.827476,0.9265175,0.9696485,0.5913838,0.4086162,626,0.6948882,0.3242812,0.5031949,0.172524,0,0.052920965,0.000174208,0.2236422,0.2571885,0.1134185,0.1325879,0.0990415,0.043131,0.0303514,-113.4499804,53.53124577,FALSE,1
126,2010,160,Hollick-Kenyon,1.533471317,701011000,348761.6915,WARD 4,81,255,384,233,125,145,54,32,765,0.0618793,0.2566845,0.5500382,0.8235294,0.934301,0.9755539,0.3688525,0.6311476,1309,0.7280366,0.2566845,0.5668449,0.1764706,0,0.066443914,0.000208264,0.1948052,0.2933537,0.1779985,0.0954927,0.1107716,0.0412529,0.0244461,-113.4225011,53.62263175,FALSE,1
127,634,161,Carter Crest,0.666752726,321354500,506868.2965,WARD 9,5,30,54,36,30,43,26,37,350,0.0191571,0.1340996,0.3409962,0.5938697,0.7586207,0.8582376,0.5728315,0.4271686,261,0.4789272,0.1340996,0.4597701,0.4061303,0,0.054781316,9.02E-05,0.1149425,0.2068966,0.137931,0.1149425,0.164751,0.0996169,0.1417625,-113.5779691,53.46393864,FALSE,0
128,1624,164,Tamarack,2.561403711,618571000,380893.4729,WARD 12,103,242,293,129,64,69,28,12,498,0.1095745,0.3670213,0.6787234,0.8840426,0.9574468,0.9872341,0.3463143,0.6536857,940,0.8159574,0.3670213,0.5170213,0.1159574,0,0.086474678,0.000346601,0.2574468,0.3117021,0.137234,0.0680851,0.0734043,0.0297872,0.012766,-113.3622033,53.4666723,FALSE,1
129,998,165,Maple,1.831670312,357210000,357925.8517,WARD 12,6,41,77,37,13,22,10,5,197,0.028436,0.2227488,0.5876777,0.8246446,0.92891,0.9763033,0.4828431,0.5171568,211,0.7630332,0.2227488,0.6018957,0.1753554,0,0.071645522,0.0002479,0.1943128,0.3649289,0.1753554,0.0616114,0.1042654,0.0473934,0.0236967,-113.3514757,53.47421661,FALSE,1
130,1213,166,Keheewin,1.265769698,382136000,315033.8005,WARD 10,68,144,138,70,33,38,14,15,695,0.1307692,0.4076923,0.6730769,0.8711538,0.9442308,0.9711539,0.5720165,0.4279836,520,0.8076923,0.4076923,0.4634615,0.1288462,0,0.062412153,0.000171217,0.2769231,0.2653846,0.1346154,0.0634615,0.0730769,0.0269231,0.0288462,-113.5044399,53.45035332,FALSE,2
131,3356,167,Westmount,1.864280637,965121000,287580.7509,WARD 6,233,378,388,172,132,126,84,91,1448,0.1452618,0.3809227,0.6228179,0.8123441,0.8908978,0.9432668,0.474443,0.525557,1604,0.7300498,0.3809227,0.4314215,0.1876559,0,0.077127074,0.000252779,0.2356609,0.2418953,0.1072319,0.0822943,0.0785536,0.0523691,0.0567332,-113.5400735,53.55222673,FALSE,1
