OBJECTID,Join_Count,TARGET_FID,name,area_km2,Assessed_Value_Sum,Avg_Assessed_Value,Ward,c2016_Less_than_30K,c2016_30K_to_60K,c2016_60K_to_100K,c2016_100K_to_125K,c2016_125K_to_150K,c2016_150K_to_200K,c2016_200K_to_250K,c2016_250K_or_more,c2016_No_Response,Pct_less_than_30k,Pct_less_than_60k,Pct_less_than_100k,Pct_less_than_150k,Pct_less_than_200k,Pct_less_than_250k,TotalPct_Unresponsive,TotalPct_Responsive,Sum_Responsive,Pct_less_than_125K,Pct_LowIncome_less_than_60K,Pct_MiddleClass_60K_to_150K,Pct_Over_150K,LI_greater_than_MC,Shape_Length,Shape_Area,Pct_30K_to_60K,Pct_60K_to_100K,Pct_100K_to_125K,Pct_125K_150K,Pct_150K_to_200K,Pct_200K_to_250K,Pct_250K_or_more,POINT_X,POINT_Y,LI_greater,LI_pct_ind
199,2560,267,Silver Berry,2.161978601,901220500,352039.2578,WARD 12,40,163,277,202,92,61,19,13,1646,0.0461361,0.2341407,0.5536332,0.8927336,0.9630911,0.9850058,0.654994,0.345006,867,0.7866206,0.2341407,0.6585928,0.1072664,0,0.080846047,0.000292507,0.1880046,0.3194925,0.2329873,0.106113,0.0703576,0.0219146,0.0149942,-113.3812909,53.45989616,FALSE,1
200,942,270,Brander Gardens,1.016692622,336530000,357250.5308,WARD 9,115,129,132,49,46,42,16,27,495,0.2068345,0.4388489,0.676259,0.8471223,0.9226618,0.9514388,0.47098,0.52902,556,0.7643885,0.4388489,0.4082734,0.1528777,1,0.056988818,0.000137668,0.2320144,0.2374101,0.0881295,0.0827338,0.0755396,0.028777,0.0485612,-113.578039,53.4943452,TRUE,2
201,1800,272,Haddow,1.27721757,784675000,435930.5556,WARD 9,49,97,171,129,93,146,72,110,681,0.0565167,0.1683968,0.3656286,0.621684,0.7900807,0.8731257,0.4399225,0.5600775,867,0.5144175,0.1683968,0.4532872,0.378316,0,0.059657709,0.00017279,0.11188,0.1972318,0.1487889,0.1072664,0.1683968,0.083045,0.1268743,-113.5965456,53.45592888,FALSE,0
202,391,274,Lansdowne,0.578506248,210790500,539106.1381,WARD 10,27,52,66,28,19,37,21,33,235,0.0954064,0.2791519,0.5123675,0.6784452,0.8091873,0.8833922,0.453668,0.5463321,283,0.6113074,0.2791519,0.3992933,0.3215548,0,0.041094072,7.83E-05,0.1837456,0.2332155,0.0989399,0.0671378,0.130742,0.0742049,0.1166078,-113.5469484,53.48727645,FALSE,1
203,374,275,Ogilvie Ridge,0.523553933,226059500,604437.1658,WARD 9,2,12,20,19,15,16,23,40,213,0.0136054,0.0952381,0.2312925,0.462585,0.5714286,0.7278911,0.5916666,0.4083333,147,0.3605442,0.0952381,0.3673469,0.537415,0,0.059540031,7.08E-05,0.0816327,0.1360544,0.1292517,0.1020408,0.1088435,0.1564626,0.2721089,-113.5639441,53.46401767,FALSE,0
204,1088,276,Daly Grove,0.947730364,325749500,299402.114,WARD 12,76,169,189,99,51,35,10,5,541,0.1198738,0.3864353,0.6845426,0.9211357,0.9763407,0.9921136,0.4604255,0.5395744,634,0.840694,0.3864353,0.5347003,0.0788644,0,0.048753733,0.000128194,0.2665615,0.2981073,0.1561514,0.0804416,0.055205,0.0157729,0.0078864,-113.4005918,53.44997315,FALSE,1
205,1028,277,Kenilworth,1.148418023,375026000,364811.284,WARD 8,84,226,226,64,43,41,15,9,345,0.1186441,0.4378531,0.7570621,0.9081921,0.9661017,0.9872881,0.3276353,0.6723647,708,0.8474576,0.4378531,0.470339,0.0918079,0,0.060089008,0.0001556,0.319209,0.319209,0.0903955,0.0607345,0.0579096,0.0211864,0.0127119,-113.4318858,53.52132389,FALSE,2
206,1727,280,Bonnie Doon,1.500853243,749525000,434004.0533,WARD 8,256,228,225,115,74,79,40,59,1056,0.2379182,0.4498141,0.658922,0.8345725,0.9079925,0.9451673,0.4953096,0.5046904,1076,0.7657993,0.4498141,0.3847584,0.1654275,1,0.085727171,0.000203366,0.2118959,0.2091078,0.1068773,0.0687732,0.0734201,0.0371747,0.0548327,-113.4666499,53.52418553,TRUE,2
207,1074,283,Hazeldean,1.133185493,413481500,384992.0857,WARD 11,83,202,203,96,81,60,12,7,604,0.1115591,0.3830645,0.6559139,0.8938172,0.9744624,0.9905914,0.4480712,0.5519288,744,0.7849463,0.3830645,0.5107527,0.1061828,0,0.061213721,0.000153476,0.2715054,0.2728495,0.1290323,0.108871,0.0806452,0.016129,0.0094086,-113.477319,53.50424426,FALSE,1
208,1018,284,Sweet Grass,0.917072494,304178500,298800.0982,WARD 10,42,182,212,58,31,34,10,13,479,0.0721649,0.3848797,0.7491409,0.9020619,0.9604811,0.9776632,0.4514609,0.5485391,582,0.8487973,0.3848797,0.5171821,0.0979381,0,0.05567329,0.00012409,0.3127148,0.3642612,0.0996564,0.0532646,0.0584192,0.0171821,0.0223368,-113.52823,53.4640551,FALSE,1
209,767,285,Steinhauer,0.919831586,280879000,366204.6936,WARD 10,35,81,95,60,38,33,16,14,403,0.094086,0.311828,0.5672043,0.8306451,0.9193549,0.9623656,0.52,0.48,372,0.7284946,0.311828,0.5188172,0.1693548,0,0.055615599,0.000124464,0.2177419,0.2553763,0.1612903,0.1021505,0.0887097,0.0430108,0.0376344,-113.5050599,53.46420669,FALSE,1
210,3916,287,Strathcona,1.563267115,1140954500,291357.1246,WARD 8,488,651,664,290,149,147,76,92,2748,0.1908486,0.4454439,0.7051232,0.8768088,0.934298,0.9640203,0.5180019,0.4819981,2557,0.8185374,0.4454439,0.4313649,0.1231912,1,0.109412357,0.000211815,0.2545952,0.2596793,0.1134142,0.0582714,0.0574892,0.0297223,0.0359797,-113.4901312,53.52225606,TRUE,2
211,1132,288,Rapperswill,1.027754265,417881500,369153.2686,WARD 3,3,46,127,73,64,50,14,18,337,0.0075949,0.1240506,0.4455696,0.7924051,0.9189873,0.9544304,0.4603825,0.5396175,395,0.6303797,0.1240506,0.6683545,0.2075949,0,0.0482073,0.000139624,0.1164557,0.321519,0.1848101,0.1620253,0.1265823,0.035443,0.0455696,-113.5345095,53.63456649,FALSE,0
212,928,290,Leger,1.056882664,417406500,449791.4871,WARD 9,14,43,73,52,29,49,33,24,471,0.044164,0.1798107,0.4100946,0.6656151,0.8201893,0.9242902,0.5977157,0.4022843,317,0.5741325,0.1798107,0.4858044,0.3343849,0,0.055706137,0.000142986,0.1356467,0.2302839,0.1640379,0.0914826,0.1545741,0.104101,0.0757098,-113.5762936,53.45796257,FALSE,0
213,1123,291,Breckenridge Greens,0.565266214,275806000,245597.5067,WARD 1,25,93,179,92,58,70,23,19,189,0.0447227,0.2110912,0.5313059,0.7996422,0.9248658,0.9660107,0.2526738,0.7473262,559,0.6958855,0.2110912,0.588551,0.2003578,0,0.036361505,7.66E-05,0.1663685,0.3202147,0.1645796,0.1037567,0.1252236,0.0411449,0.0339893,-113.6840756,53.51605708,FALSE,1
214,3000,292,Garneau,0.828990331,792037000,264012.3333,WARD 8,1044,523,423,132,78,89,33,61,3183,0.4381032,0.6575745,0.8350818,0.923206,0.9605539,0.974402,0.5718649,0.4281351,2383,0.8904742,0.6575745,0.2656316,0.076794,1,0.052869749,0.000112317,0.2194713,0.1775073,0.0553924,0.0327318,0.0373479,0.0138481,0.025598,-113.5142135,53.51969319,TRUE,3
215,2924,295,Glastonbury,1.784946022,880375500,301086.0123,WARD 5,62,221,404,212,156,134,66,47,1163,0.047619,0.2173579,0.5276498,0.8102919,0.9132105,0.9639017,0.4718053,0.5281947,1302,0.6904762,0.2173579,0.592934,0.1897081,0,0.067457167,0.000241746,0.1697389,0.3102919,0.1628264,0.1198157,0.1029186,0.0506912,0.0360983,-113.6698524,53.50331526,FALSE,1
216,1551,296,Forest Heights,1.627307555,647423500,417423.2753,WARD 8,199,240,262,102,61,89,37,52,855,0.1909789,0.4213052,0.6727448,0.8291746,0.9145873,0.950096,0.4507116,0.5492883,1042,0.7706334,0.4213052,0.4078695,0.1708253,1,0.098689914,0.000220607,0.2303263,0.2514395,0.0978887,0.0585413,0.0854127,0.0355086,0.049904,-113.4501622,53.54487245,TRUE,2
217,21,297,Maple Ridge Industrial,3.745517412,23376500,1113166.667,WARD 11,0,0,2,0,0,0,0,0,25,0,0,1,1,1,1,0.9259259,0.0740741,2,1,0,1,0,0,0.102977548,0.000507175,0,1,0,0,0,0,0,-113.3545991,53.49581613,FALSE,0
218,859,298,Maple Ridge,0.689268185,55155500,64208.96391,WARD 11,67,174,76,22,9,6,0,0,432,0.1892655,0.680791,0.8954802,0.9830508,1,1,0.5496183,0.4503817,354,0.9576271,0.680791,0.3022599,0.0169492,1,0.042774938,9.33E-05,0.4915254,0.2146893,0.0621469,0.0254237,0.0169492,0,0,-113.3627504,53.50142788,TRUE,3
219,1865,299,Schonsee,1.244692613,597338500,320288.7399,WARD 3,91,114,179,96,56,79,31,25,345,0.1356185,0.3055142,0.5722802,0.7988077,0.9165425,0.9627421,0.3395669,0.6604331,671,0.7153502,0.3055142,0.4932936,0.2011922,0,0.063723676,0.000169084,0.1698957,0.266766,0.14307,0.0834575,0.1177347,0.0461997,0.0372578,-113.4547467,53.63215673,FALSE,1
220,1423,300,Lago Lindo,1.30551247,460196000,323398.454,WARD 3,53,147,236,115,77,87,25,15,614,0.0701987,0.2649007,0.5774834,0.8317881,0.9470199,0.9801325,0.4485026,0.5514975,755,0.7298013,0.2649007,0.5668874,0.1682119,0,0.056110002,0.000177363,0.194702,0.3125828,0.1523179,0.1019868,0.1152318,0.0331126,0.0198676,-113.4858284,53.63641871,FALSE,1
221,786,301,Chambery,0.728799457,420406000,534867.6845,WARD 3,2,31,73,57,42,54,29,15,424,0.0066007,0.1089109,0.349835,0.6765677,0.8547855,0.9504951,0.5832187,0.4167813,303,0.5379538,0.1089109,0.5676568,0.3234324,0,0.047031516,9.90E-05,0.1023102,0.2409241,0.1881188,0.1386139,0.1782178,0.0957096,0.049505,-113.51067,53.64055882,FALSE,0
222,7,303,Rural West Big Lake,2.051322731,11955500,1707928.571,WARD 1,0,13,19,0,0,0,1,0,24,0,0.3939394,0.969697,0.969697,0.969697,1,0.4210526,0.5789474,33,0.969697,0.3939394,0.5757576,0.030303,0,0.074952459,0.000278317,0.3939394,0.5757576,0,0,0,0.030303,0,-113.6774482,53.57852053,FALSE,1
223,708,304,Trumpeter Area,2.41191441,299246500,422664.548,WARD 1,2,20,85,47,47,65,32,25,101,0.006192,0.0681115,0.3312694,0.622291,0.8235294,0.9226006,0.2382075,0.7617925,323,0.4767802,0.0681115,0.5541795,0.377709,0,0.083423221,0.000327334,0.0619195,0.2631579,0.1455108,0.1455108,0.2012384,0.0990712,0.0773994,-113.6760385,53.59089418,FALSE,0
224,385,305,Hawks Ridge,1.483268015,152536500,396198.7013,WARD 1,7,76,27,11,15,14,3,1,17,0.0454545,0.5389611,0.7142857,0.8831169,0.974026,0.9935065,0.0994152,0.9005848,154,0.7857143,0.5389611,0.3441558,0.1168831,1,0.069303734,0.000201293,0.4935065,0.1753247,0.0714286,0.0974026,0.0909091,0.0194805,0.0064935,-113.7012619,53.58853111,TRUE,2
225,231,306,Hays Ridge Area,2.426199658,182513000,790099.5671,WARD 9,1,0,2,1,5,7,9,7,20,0.03125,0.03125,0.09375,0.28125,0.5,0.78125,0.3846154,0.6153846,32,0.125,0.03125,0.25,0.71875,0,0.086938065,0.000327933,0,0.0625,0.03125,0.15625,0.21875,0.28125,0.21875,-113.5775767,53.4166059,FALSE,0
226,3746,307,Ambleside,3.143941654,1046515500,279368.7934,WARD 9,67,196,284,168,124,164,71,66,1066,0.0587719,0.2307018,0.4798246,0.7359649,0.8798246,0.9421052,0.4832276,0.5167724,1140,0.627193,0.2307018,0.5052631,0.2640351,0,0.119368676,0.000425081,0.1719298,0.2491228,0.1473684,0.1087719,0.1438597,0.0622807,0.0578947,-113.5991638,53.42994314,FALSE,1
227,2290,310,Twin Brooks,2.137357319,1154651500,504214.6288,WARD 9,73,198,316,201,151,200,91,105,903,0.0546816,0.2029963,0.4397004,0.7033708,0.8531835,0.9213483,0.4034853,0.5965148,1335,0.5902622,0.2029963,0.5003746,0.2966292,0,0.121213391,0.000289065,0.1483146,0.2367041,0.1505618,0.1131086,0.1498127,0.0681648,0.0786517,-113.5303757,53.44272394,FALSE,1
228,670,311,Heritage Valley Town Centre Area,1.034295253,65935500,98411.19403,WARD 9,12,72,75,31,6,10,2,0,84,0.0576923,0.4038461,0.7644231,0.9423077,0.9903846,1,0.2876712,0.7123288,208,0.9134616,0.4038461,0.5384616,0.0576923,0,0.057781986,0.000139767,0.3461539,0.3605769,0.1490385,0.0288462,0.0480769,0.0096154,0,-113.5434977,53.40714654,FALSE,2
229,100,312,Edmonton Energy And Technology Park,53.24989865,53476000,534760,WARD 4,1,1,2,2,0,1,0,0,23,0.1428571,0.2857143,0.5714286,0.8571429,1,1,0.7666667,0.2333333,7,0.8571429,0.2857143,0.5714286,0.1428571,0,0.390015457,0.007242693,0.1428571,0.2857143,0.2857143,0,0.1428571,0,0,-113.3761178,53.68563802,FALSE,1
230,8734,314,Downtown,2.31681379,1376029500,157548.6032,WARD 6,972,994,1093,425,199,198,68,81,4660,0.2411911,0.4878412,0.759057,0.9138958,0.9630273,0.9799007,0.5362486,0.4637514,4030,0.8645161,0.4878412,0.4260546,0.0861042,1,0.094957919,0.000314057,0.2466501,0.2712159,0.1054591,0.0493797,0.0491315,0.0168734,0.0200993,-113.5003929,53.54142898,TRUE,2
231,652,316,Starling,1.422545713,256013500,392658.7423,WARD 1,1,94,120,7,5,15,4,0,26,0.004065,0.3861789,0.8739837,0.9227642,0.9837399,1,0.0955882,0.9044118,246,0.902439,0.3861789,0.5365854,0.0772358,0,0.063028148,0.000193062,0.3821138,0.4878049,0.0284553,0.0203252,0.0609756,0.0162602,0,-113.658482,53.59159657,FALSE,1
232,578,318,Potter Greens,1.182586344,296036000,512173.0104,WARD 1,9,51,73,43,46,53,26,23,242,0.0277778,0.1851852,0.4104938,0.6851852,0.8487654,0.9290124,0.4275618,0.5724382,324,0.5432099,0.1851852,0.5,0.3148148,0,0.051636201,0.000160222,0.1574074,0.2253086,0.132716,0.1419753,0.1635803,0.0802469,0.0709877,-113.67201,53.51796326,FALSE,0
233,680,319,Strathearn,0.786297659,317746000,467273.5294,WARD 8,250,153,96,54,34,36,16,26,815,0.3759398,0.606015,0.7503759,0.8827068,0.9368421,0.9609023,0.5506757,0.4493243,665,0.831579,0.606015,0.2766917,0.1172932,1,0.048697882,0.000106563,0.2300752,0.1443609,0.081203,0.0511278,0.0541353,0.0240602,0.0390977,-113.4626604,53.53185793,TRUE,3
234,1471,322,Fraser,1.308507413,457747000,311180.8294,WARD 4,84,157,190,104,53,49,16,15,607,0.1257485,0.3607785,0.6452096,0.8802395,0.9535928,0.9775449,0.4760784,0.5239215,668,0.8008982,0.3607785,0.5194611,0.1197605,0,0.083714245,0.000177664,0.2350299,0.2844311,0.1556886,0.0793413,0.0733533,0.0239521,0.0224551,-113.3701002,53.6114639,FALSE,1
235,258,326,Rural North East South Sturgeon,15.45075491,188951500,732370.155,WARD 4,4,9,11,19,22,21,14,15,118,0.0347826,0.1130435,0.2086957,0.5652174,0.7478261,0.8695652,0.5064378,0.4935622,115,0.373913,0.1130435,0.4521739,0.4347826,0,0.366926997,0.002098809,0.0782609,0.0956522,0.1652174,0.1913043,0.1826087,0.1217391,0.1304348,-113.3171141,53.63142387,FALSE,0
236,5273,327,Windermere,4.773361577,2469408000,468311.777,WARD 9,37,144,271,137,151,150,74,145,2027,0.0333634,0.1632101,0.4075744,0.6672678,0.8025248,0.8692515,0.6463648,0.3536352,1109,0.5311091,0.1632101,0.5040577,0.3327322,0,0.172193394,0.000645471,0.1298467,0.2443643,0.1235347,0.1361587,0.135257,0.0667268,0.1307484,-113.6220186,53.43583184,FALSE,0
237,3345,328,Laurel,2.802381778,1133704000,338924.9626,WARD 12,27,189,296,139,63,41,14,6,1380,0.0348387,0.2787097,0.6606452,0.9212903,0.9741936,0.9922581,0.6403712,0.3596288,775,0.84,0.2787097,0.6425806,0.0787097,0,0.081061193,0.000379029,0.243871,0.3819355,0.1793548,0.0812903,0.0529032,0.0180645,0.0077419,-113.3817712,53.44627983,FALSE,1
238,1876,331,Mactaggart,1.035831223,714566000,380898.7207,WARD 9,26,69,84,46,48,68,34,89,254,0.0560345,0.2047414,0.3857759,0.5883621,0.7349138,0.8081896,0.3537605,0.6462396,464,0.4849138,0.2047414,0.3836207,0.4116379,0,0.089243418,0.000140076,0.1487069,0.1810345,0.0991379,0.1034483,0.1465517,0.0732759,0.1918103,-113.5636604,53.43823666,FALSE,1
239,1593,332,Magrath Heights,1.228950009,871045500,546795.6685,WARD 9,28,54,95,75,68,74,56,132,594,0.04811,0.1408935,0.3041237,0.5498282,0.676976,0.7731959,0.505102,0.494898,582,0.4329897,0.1408935,0.4089347,0.4501718,0,0.067840904,0.00016623,0.0927835,0.1632302,0.128866,0.1168385,0.1271478,0.0962199,0.2268041,-113.5570176,53.44835124,FALSE,0
240,509,334,Ebbers,0.612057363,120451000,236642.4361,WARD 4,0,4,4,2,0,1,0,0,26,0,0.3636364,0.7272727,0.9090909,1,1,0.7027027,0.2972973,11,0.9090909,0.3636364,0.5454546,0.0909091,0,0.052460038,8.31E-05,0.3636364,0.3636364,0.1818182,0,0.0909091,0,0,-113.4009863,53.61121228,FALSE,1
241,1026,336,Keswick Area,3.870061447,487734000,475374.269,WARD 9,2,13,33,24,31,34,20,20,31,0.0112994,0.0847458,0.2711864,0.5819209,0.7740113,0.8870056,0.1490385,0.8509616,177,0.4067796,0.0847458,0.4971751,0.4180791,0,0.112966161,0.000523092,0.0734463,0.1864407,0.1355932,0.1751412,0.1920904,0.1129944,0.1129944,-113.6373224,53.41676087,FALSE,0
242,1174,337,Kirkness,0.924726299,338617500,288430.5792,WARD 4,94,179,186,78,46,44,15,4,835,0.1455108,0.4226006,0.7105263,0.9024768,0.9705882,0.993808,0.5638083,0.4361918,646,0.8312693,0.4226006,0.4798762,0.0975232,0,0.057664744,0.000125554,0.2770898,0.2879257,0.120743,0.0712074,0.0681115,0.0232198,0.006192,-113.3890687,53.61123518,FALSE,2
243,60,338,Kinokamau Plains Area,7.078611443,33898000,564966.6667,WARD 1,0,9,35,1,0,0,1,2,1,0,0.1875,0.9166667,0.9375,0.9375,0.9583333,0.0204082,0.9795918,48,0.9375,0.1875,0.75,0.0625,0,0.156278245,0.000960485,0.1875,0.7291667,0.0208333,0,0,0.0208333,0.0416667,-113.6250631,53.58288002,FALSE,0
244,153,340,Riverview Area,10.2805116,136762000,893869.281,WARD 5,0,6,17,10,10,7,15,11,84,0,0.0789474,0.3026316,0.5657895,0.6578947,0.8552632,0.525,0.475,76,0.4342105,0.0789474,0.4868421,0.4342105,0,0.193471391,0.001389774,0.0789474,0.2236842,0.131579,0.131579,0.0921053,0.1973684,0.1447368,-113.6676896,53.42361916,FALSE,0
245,905,344,Hudson,0.736101312,339338500,374959.6685,WARD 2,21,98,163,63,32,31,4,15,373,0.0491803,0.2786885,0.6604216,0.882904,0.9555035,0.9648712,0.46625,0.53375,427,0.8079625,0.2786885,0.6042154,0.117096,0,0.049106766,9.99E-05,0.2295082,0.381733,0.147541,0.0749414,0.0725995,0.0093677,0.0351288,-113.5541408,53.60457761,FALSE,1
246,1044,346,Canossa,1.298591109,408160000,390957.8544,WARD 3,21,92,190,107,91,88,31,25,382,0.0325581,0.1751938,0.4697675,0.7767442,0.9131783,0.9612403,0.3719572,0.6280428,645,0.6356589,0.1751938,0.6015504,0.2232558,0,0.052680357,0.000176422,0.1426357,0.2945736,0.1658915,0.1410853,0.1364341,0.048062,0.0387597,-113.5227855,53.63592327,FALSE,0
247,1628,349,Oxford,1.184046071,554273500,340462.8378,WARD 2,24,116,230,138,95,91,24,26,589,0.0322581,0.188172,0.4973118,0.8104839,0.9327957,0.9650537,0.4418605,0.5581396,744,0.6827957,0.188172,0.6223118,0.1895161,0,0.051064556,0.000160808,0.155914,0.3091398,0.1854839,0.1276882,0.1223118,0.0322581,0.0349462,-113.5475782,53.62219455,FALSE,0
248,1064,350,Riverdale,1.06852493,444088500,417376.4098,WARD 6,57,113,141,79,56,57,47,41,365,0.0964467,0.2876481,0.5262268,0.7546532,0.8510998,0.930626,0.3817992,0.6182008,591,0.6598985,0.2876481,0.4670051,0.2453469,0,0.071638481,0.00014485,0.1912014,0.2385787,0.1336717,0.0947547,0.0964467,0.0795262,0.0693739,-113.4724394,53.54334128,FALSE,1
249,1957,351,Klarvatten,1.656759393,747112000,381763.9244,WARD 3,40,123,259,198,171,139,51,22,858,0.0398804,0.1625125,0.4207378,0.7886341,0.9272183,0.9780658,0.4610425,0.5389575,1003,0.6181456,0.1625125,0.6261216,0.2113659,0,0.079344045,0.000225088,0.1226321,0.2582253,0.1974078,0.1704885,0.1385842,0.0508475,0.0219342,-113.4740847,53.63721589,FALSE,0
250,808,352,Cameron Heights,0.968762721,558575000,691305.6931,WARD 5,2,10,22,26,31,36,23,46,344,0.0102041,0.0612245,0.1734694,0.4642857,0.6479592,0.7653061,0.637037,0.362963,196,0.3061225,0.0612245,0.4030612,0.5357143,0,0.101301814,0.000131114,0.0510204,0.1122449,0.1326531,0.1581633,0.1836735,0.1173469,0.2346939,-113.6330778,53.47315493,FALSE,0
251,4,353,Rural South East,2.657041988,6800000,1700000,WARD 12,7,8,11,4,4,5,1,3,18,0.1627907,0.3488372,0.6046512,0.7906977,0.9069768,0.9302326,0.295082,0.704918,43,0.6976744,0.3488372,0.4418605,0.2093023,0,0.078370927,0.000359014,0.1860465,0.255814,0.0930233,0.0930233,0.1162791,0.0232558,0.0697674,-113.4304196,53.40308691,FALSE,1
252,5203,354,Summerside,3.911019629,2142234500,411730.6362,WARD 12,82,332,735,498,355,393,133,130,1833,0.0308503,0.1557562,0.4322799,0.7531979,0.9010534,0.9510911,0.4081496,0.5918503,2658,0.6196388,0.1557562,0.5974417,0.2468021,0,0.104225948,0.000528626,0.1249059,0.2765237,0.1873589,0.1335591,0.1478555,0.0500376,0.048909,-113.4610825,53.41726184,FALSE,0
253,4472,358,The Hamptons,2.943190481,1572666500,351669.6109,WARD 5,67,327,695,491,287,309,126,61,1640,0.0283538,0.1667372,0.4608549,0.7900974,0.9208633,0.9741853,0.4096927,0.5903073,2363,0.6686416,0.1667372,0.6233602,0.2099027,0,0.088845759,0.000398474,0.1383834,0.2941177,0.2077867,0.1214558,0.130766,0.053322,0.0258146,-113.675655,53.48801581,FALSE,0
254,1539,359,The Orchards At Ellerslie,3.560486317,538526000,349919.4282,WARD 12,6,53,158,89,73,55,23,10,287,0.012848,0.1263383,0.4646681,0.8115632,0.9293362,0.9785867,0.3806366,0.6193634,467,0.6552463,0.1263383,0.6852248,0.1884368,0,0.102851698,0.000481089,0.1134904,0.3383298,0.1905782,0.1563169,0.117773,0.0492505,0.0214133,-113.4592668,53.40336997,FALSE,0
255,1494,361,Edgemont,4.256876038,536808500,359309.5716,WARD 5,4,31,71,48,32,47,23,11,271,0.0149813,0.1310861,0.3970037,0.6966292,0.8726591,0.9588015,0.5037175,0.4962825,267,0.576779,0.1310861,0.5655431,0.3033708,0,0.134946391,0.000576097,0.1161049,0.2659176,0.1797753,0.1198502,0.17603,0.0861423,0.0411985,-113.6763164,53.47053971,FALSE,0
256,466,363,Rossdale,0.903141361,186255500,399689.9142,WARD 6,29,58,62,26,24,25,17,36,190,0.1046931,0.3140794,0.5379061,0.7184116,0.8086643,0.8700361,0.4068522,0.5931478,277,0.6317689,0.3140794,0.4043321,0.2815884,0,0.051528075,0.0001224,0.2093863,0.2238267,0.0938628,0.0866426,0.0902527,0.0613718,0.1299639,-113.494446,53.53253405,FALSE,1
257,847,364,McCauley,1.498170125,214502500,253249.7048,WARD 6,530,214,135,30,14,13,8,0,1401,0.5614407,0.7881356,0.9311441,0.9777542,0.9915254,1,0.5974414,0.4025586,944,0.9629237,0.7881356,0.1896186,0.0222458,1,0.065771373,0.000203151,0.2266949,0.1430085,0.0317797,0.0148305,0.0137712,0.0084746,0,-113.4841708,53.55527747,TRUE,3
258,1112,365,Crystallina Nera West,0.840192624,329474000,296289.5683,WARD 3,3,35,79,51,38,20,10,2,122,0.012605,0.1596639,0.4915966,0.8655462,0.9495798,0.9915966,0.3388889,0.6611111,238,0.7058824,0.1596639,0.7058824,0.1344538,0,0.045483547,0.000114156,0.1470588,0.3319328,0.2142857,0.1596639,0.0840336,0.0420168,0.0084034,-113.4606721,53.64015006,FALSE,0
259,2691,367,Allard,1.666875851,856921000,318439.6135,WARD 9,4,48,165,109,48,69,32,23,560,0.0080321,0.1044177,0.435743,0.751004,0.8895583,0.9538153,0.5293006,0.4706994,498,0.6546185,0.1044177,0.6465864,0.248996,0,0.075661132,0.000225213,0.0963855,0.3313253,0.2188755,0.0963855,0.1385542,0.064257,0.0461847,-113.5265538,53.40019451,FALSE,0
260,5121,369,South Terwillegar,1.742840326,1311194500,256042.6674,WARD 9,95,262,475,249,196,187,71,53,1838,0.0598237,0.2248111,0.5239295,0.8041562,0.9219143,0.9666247,0.5364857,0.4635143,1588,0.6807305,0.2248111,0.5793451,0.1958438,0,0.070882771,0.000235695,0.1649874,0.2991184,0.156801,0.1234257,0.1177582,0.0447103,0.0333753,-113.5789339,53.44005745,FALSE,1
261,2431,370,Terwillegar Towne,1.869542021,1021036500,420006.7873,WARD 9,52,147,265,175,135,154,73,86,1179,0.0478381,0.1830727,0.4268629,0.7120515,0.8537259,0.9208832,0.5203001,0.4796999,1087,0.5878565,0.1830727,0.5289788,0.2879485,0,0.072575931,0.000252887,0.1352346,0.2437903,0.1609936,0.124195,0.1416743,0.0671573,0.0791168,-113.5784319,53.4498369,FALSE,0
262,0,371,Gainer Industrial,0.342464542,,,WARD 11,9,29,58,24,9,8,1,3,94,0.0638298,0.2695035,0.680851,0.9148936,0.9716312,0.9787234,0.4,0.6,141,0.8510638,0.2695035,0.6453901,0.0851064,0,0.041280748,4.64E-05,0.2056738,0.4113475,0.1702128,0.0638298,0.0567376,0.0070922,0.0212766,-113.4253233,53.51655051,FALSE,1
263,2329,372,King Edward Park,1.493722017,676549000,290489.0511,WARD 11,133,239,282,104,87,67,26,17,963,0.139267,0.3895288,0.6848168,0.8848168,0.9549738,0.982199,0.5020855,0.4979145,955,0.7937173,0.3895288,0.495288,0.1151832,0,0.096611753,0.000202357,0.2502618,0.295288,0.1089005,0.0910995,0.0701571,0.0272251,0.017801,-113.4522325,53.51520985,FALSE,1
264,784,374,Cloverdale,1.091063526,222096000,283285.7143,WARD 8,15,25,47,38,36,35,23,37,182,0.0585938,0.15625,0.3398438,0.6289063,0.765625,0.8554688,0.4155251,0.5844749,256,0.4882813,0.15625,0.4726563,0.3710938,0,0.080895459,0.000147884,0.0976563,0.1835938,0.1484375,0.140625,0.1367188,0.0898438,0.1445313,-113.4729408,53.53698523,FALSE,0
265,1376,375,Jamieson Place,1.083080355,530254000,385359.0116,WARD 5,26,71,103,78,64,65,17,13,882,0.0594966,0.221968,0.4576659,0.7826087,0.9313501,0.9702517,0.6686884,0.3313116,437,0.6361556,0.221968,0.5606408,0.2173913,0,0.049738168,0.000146641,0.1624714,0.2356979,0.1784897,0.1464531,0.1487414,0.0389016,0.0297483,-113.6484719,53.48952797,FALSE,1
266,3221,379,McConachie Area,2.602612449,971778500,301700.8693,WARD 4,53,180,325,243,148,145,39,19,766,0.0460069,0.2022569,0.484375,0.8237847,0.9496528,0.9835069,0.3993743,0.6006256,1152,0.6953125,0.2022569,0.6215278,0.1762153,0,0.089455614,0.000353573,0.15625,0.2821181,0.2109375,0.1284722,0.1258681,0.0338542,0.0164931,-113.4301923,53.6351068,FALSE,1
